Company,TypeName,Ram,Weight,Price_MYR,Touchscreen,Ips,ppi,CPU GHz,Cpu brand,HDD,SSD,GPU Brand,Operating System
HP,Notebook,6,2.04,1647.24,0,0,100.4546699,2.7,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,16,2.99,4975.85,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Dell,2 in 1 Convertible,12,2.19,3695.61,1,1,141.2119981,2.7,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,4,1.2,3399.74,0,0,165.6321181,2.3,Intel Core i5,0,128,Intel,Windows
Lenovo,Notebook,6,2.2,1561.89,0,0,141.2119981,3.6,AMD Processor,0,256,AMD,Windows
Fujitsu,Notebook,4,2.3,1846.38,0,0,100.4546699,2.3,Intel Core i5,0,256,Intel,Windows
Toshiba,Notebook,4,1.75,2603.15,0,0,111.9352036,2.3,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,4,2.25,1704.14,0,0,100.4546699,2.5,Intel Core i5,500,0,AMD,Windows
HP,Notebook,8,2.04,2293.04,0,0,141.2119981,2.5,Intel Core i5,1000,0,Intel,Windows
Lenovo,Gaming,8,2.5,3382.67,0,1,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.36,2130.88,0,0,100.4546699,2.7,Intel Core i7,1000,0,AMD,Windows
Dell,Notebook,8,1.6,3183.52,0,0,157.3505121,2.5,Intel Core i5,0,128,Intel,Windows
HP,Netbook,8,0.97,5428.2,0,0,176.2325736,1.2,Other Intel Processor,0,512,Intel,Windows
HP,Notebook,4,2.1,1419.64,0,0,141.2119981,2,Intel Core i3,1000,128,AMD,Windows
Lenovo,Notebook,4,1.9,769.91,0,0,100.4546699,1.1,Other Intel Processor,0,128,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.3,3837.86,0,0,141.2119981,2.3,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,8,1.68,2529.18,1,0,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,1.4,3271.71,0,0,276.0535301,2.5,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.11,3837.86,1,1,165.6321181,2.7,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,2.4,1081.09,0,0,100.4546699,1.1,Other Intel Processor,500,0,Intel,Windows
Asus,Gaming,16,2.5,5118.1,0,0,141.2119981,2.8,Intel Core i7,1000,256,Nvidia,Windows
HP,Ultrabook,8,1.48,5943.14,0,0,157.3505121,2.7,Intel Core i7,0,512,Intel,Windows
Acer,Gaming,8,2.7,3584.66,0,1,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,1.34,3382.67,0,1,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,1556.2,0,0,100.4546699,2.4,Intel Core i3,0,128,Intel,Windows
HP,Notebook,4,1.64,2216.23,0,0,111.9352036,2.5,Intel Core i5,500,0,Intel,Windows
Toshiba,Notebook,4,1.2,3399.74,0,0,165.6321181,2.3,Intel Core i5,0,128,Intel,Windows
HP,Notebook,4,1.48,3129.44,0,0,111.9352036,2.4,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.95,3428.19,0,0,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.43,4122.36,0,0,157.3505121,2.6,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.64,2985.11,0,0,157.3505121,2.5,Intel Core i5,0,256,Nvidia,Windows
HP,Notebook,4,1.64,1945.96,0,0,111.9352036,2.4,Intel Core i3,500,0,Intel,Windows
Dell,Gaming,8,2.65,2699.88,0,0,141.2119981,2.5,Intel Core i5,0,0,Nvidia,Windows
HP,Ultrabook,4,1.26,4378.41,0,0,176.2325736,2.5,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.48,4523.5,0,0,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.54,5369.05,0,0,157.3505121,2.5,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,1.49,2275.97,0,0,117.8265301,2.4,Intel Core i3,500,0,Intel,Windows
Toshiba,Notebook,8,1.5,3442.41,0,0,117.8265301,2.3,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.04,2190.6,0,0,100.4546699,2.4,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,16,2.4,8443.87,0,1,254.6713491,2.7,Intel Core i7,0,512,Nvidia,Windows
Toshiba,Notebook,8,1.47,4239,0,1,157.3505121,2.3,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.43,6341.43,0,0,157.3505121,2.5,Intel Core i7,0,256,Intel,Windows
Dell,2 in 1 Convertible,4,2.08,2264.57,1,1,141.2119981,2.3,Intel Core i3,1000,0,Intel,Windows
Toshiba,Ultrabook,8,1.2,4523.5,0,0,165.6321181,2.3,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.11,3268.87,0,1,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.64,3372.51,0,0,157.3505121,2.7,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.09,2977.09,0,0,141.2119981,2.4,Intel Core i5,500,0,Intel,Windows
HP,Ultrabook,4,1.26,4435.31,0,0,125.367428,2.5,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.31,3382.67,0,0,111.9352036,2.5,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.95,3015.67,0,0,111.9352036,2.5,Intel Core i5,500,0,Intel,Windows
Dell,Ultrabook,8,1.29,4620.23,1,0,276.0535301,2.5,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,2.63,3072.57,0,0,127.3356746,2.5,Intel Core i5,0,256,Nvidia,Windows
HP,Notebook,4,1.64,2768.15,0,0,111.9352036,2.5,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,6,2.1,1163.59,0,0,100.4546699,3,AMD Processor,1000,0,AMD,Windows
MSI,Gaming,8,2.7,3390.63,0,0,127.3356746,2.8,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,1.95,3399.74,0,0,157.3505121,2.3,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.84,3496.44,0,0,141.2119981,2.5,Intel Core i7,0,256,Intel,Windows
HP,Ultrabook,8,1.26,3837.86,0,0,176.2325736,2.5,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,2.04,2110.97,0,0,100.4546699,2.5,Intel Core i5,500,0,Intel,Windows
Toshiba,Ultrabook,8,1.47,4907.57,0,1,157.3505121,2.6,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.09,3024.06,0,0,141.2119981,2.4,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.64,2874.87,0,0,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,4,1.8,2409.69,1,1,141.2119981,2.5,Intel Core i7,0,256,Intel,Windows
Vero,Notebook,2,1.45,599.72,0,0,111.9352036,1.44,Other Intel Processor,0,0,Intel,Windows
Toshiba,Notebook,16,2.4,4054.08,0,1,141.2119981,2.5,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.3,2986.08,0,0,141.2119981,2.3,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.54,2844.97,0,0,157.3505121,2.3,Intel Core i5,500,0,Intel,Windows
HP,Notebook,8,1.84,5983.94,0,0,141.2119981,2.4,Intel Core i5,500,256,Intel,Windows
HP,Notebook,8,1.43,4179.26,0,0,157.3505121,2.3,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,16,3.78,4397.3,0,1,127.3356746,2.7,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Gaming,16,4.6,6514.95,0,1,127.3356746,2.6,Intel Core i7,1000,128,Nvidia,Windows
Asus,Netbook,4,1.2,819.07,0,0,135.0942112,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,16,1.1,7453.82,0,1,209.8006829,2.6,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.91,2785.22,0,1,141.2119981,2.7,Intel Core i7,1000,0,Nvidia,Windows
Dell,2 in 1 Convertible,8,2.3,3112.4,1,1,141.2119981,2.7,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.04,2785.22,0,0,100.4546699,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,16,1.2,6412.56,1,0,276.0535301,2.7,Intel Core i7,0,1000,Intel,Windows
HP,Notebook,4,2.31,2006.13,0,0,100.4546699,2.3,Intel Core i3,500,0,Intel,Windows
HP,Notebook,4,1.96,1419.64,0,0,100.4546699,2.5,Intel Core i5,500,0,Intel,Others/No OS/Linux
Acer,Notebook,8,2.4,1277.39,0,0,100.4546699,2.2,AMD Processor,1000,0,AMD,Windows
Dell,2 in 1 Convertible,12,1.6,3695.61,1,1,165.6321181,2.7,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,16,2.94,5175,0,0,141.2119981,2.6,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,2.04,3044.12,0,0,141.2119981,2.7,Intel Core i7,0,256,Intel,Windows
Asus,Gaming,16,4,2839.28,0,1,127.3356746,2.6,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
Dell,Notebook,4,2.25,1590.34,0,0,141.2119981,2.5,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,16,2.32,2816.49,0,0,141.2119981,2.7,Intel Core i7,2000,0,AMD,Windows
MSI,Gaming,16,1.8,5487.94,0,0,141.2119981,2.6,Intel Core i7,1000,256,Nvidia,Windows
Dell,Ultrabook,8,1.29,4147.96,0,0,165.6321181,2.7,Intel Core i7,0,256,Intel,Windows
Asus,Gaming,64,3.58,11308.75,0,1,127.3356746,2.7,Intel Core i7,0,1000,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.62,2270.31,1,0,165.6321181,2.5,Intel Core i7,0,256,Intel,Windows
Dell,Gaming,16,3.21,3780.96,0,0,282.4239962,2.6,Intel Core i7,1000,256,Nvidia,Windows
Apple,Ultrabook,8,0.92,3698.46,0,1,226.4155472,1.1,Other Intel Processor,0,0,Intel,Mac
Dell,Notebook,4,2.06,1371.22,0,0,100.4546699,2.3,Intel Core i3,500,0,Intel,Windows
HP,Notebook,4,2.31,3411.12,0,0,100.4546699,2.3,Intel Core i5,500,0,Intel,Windows
HP,Ultrabook,8,1.26,3411.12,0,0,176.2325736,2.3,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.49,3101.02,0,0,165.6321181,2.7,Intel Core i7,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.3,4874.82,1,1,176.2325736,2.5,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,3,1874.83,0,0,106.1130621,2.3,Intel Core i5,1000,0,AMD,Windows
Lenovo,Notebook,4,2.3,2779.53,0,1,141.2119981,2.3,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,16,3.78,7109.58,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,4,2.1,1536.28,0,0,100.4546699,2.3,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,2.31,2674.27,0,0,141.2119981,2.3,Intel Core i5,500,0,Intel,Windows
Lenovo,Ultrabook,8,0.99,3980.11,1,1,234.9767648,1.2,Other Intel Processor,0,512,Intel,Windows
Lenovo,Gaming,32,4.6,9217.7,0,1,127.3356746,2.7,Intel Core i7,0,512,Nvidia,Windows
Lenovo,2 in 1 Convertible,4,0.69,1838.62,1,1,224.1738091,1.44,Other Intel Processor,0,0,Intel,Windows
HP,Ultrabook,16,1.3,5829.34,0,1,331.2642361,2.7,Intel Core i7,0,512,Intel,Windows
Dell,Notebook,8,2.18,2133.73,0,0,141.2119981,2.5,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.54,2933.13,0,0,157.3505121,2.3,Intel Core i5,500,0,Intel,Windows
HP,Workstation,8,1.9,4253.23,0,0,141.2119981,2.5,Intel Core i7,0,256,AMD,Windows
Lenovo,Notebook,8,1.7,3411.12,0,0,157.3505121,2.3,Intel Core i5,0,180,Intel,Windows
HP,Notebook,4,1.29,1749.66,0,0,276.0535301,1.5,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Acer,Notebook,4,2.4,1101,0,0,100.4546699,2.2,AMD Processor,500,0,AMD,Windows
Dell,Notebook,4,2.2,1119.47,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Others/No OS/Linux
HP,Notebook,4,1.86,984.33,0,0,100.4546699,2,Intel Core i3,1000,0,Intel,Others/No OS/Linux
Asus,Gaming,8,2.7,4549.1,0,1,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Dell,Ultrabook,4,1.4,2328.18,0,1,165.6321181,1.6,Intel Core i5,0,256,AMD,Windows
HP,Netbook,4,2.4,4549.1,0,0,125.367428,2.3,Intel Core i5,0,128,Intel,Windows
Acer,Notebook,8,2.4,2273.13,0,0,141.2119981,2.5,Intel Core i5,1000,256,Nvidia,Windows
Dell,Notebook,8,2.36,1817.37,0,0,141.2119981,2.5,Intel Core i5,1000,0,AMD,Windows
MSI,Gaming,8,2.6,4549.1,0,0,127.3356746,2.6,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,4,1.96,1422.48,0,0,100.4546699,1.6,Other Intel Processor,1000,0,Intel,Windows
Asus,Gaming,16,4.3,6540.58,0,1,127.3356746,2.6,Intel Core i7,1000,128,Nvidia,Windows
Dell,Ultrabook,4,1.5,3229.47,0,0,125.367428,2.3,Intel Core i3,500,0,Intel,Windows
Dell,Ultrabook,4,1.5,3319.99,0,0,125.367428,2.3,Intel Core i3,0,128,Intel,Windows
Acer,Notebook,4,2.2,594.6,0,0,100.4546699,1.5,Other Intel Processor,0,16,Intel,Others/No OS/Linux
HP,Workstation,8,3,8247.56,0,1,127.3356746,2.6,Intel Core i7,1000,0,AMD,Windows
Lenovo,Gaming,16,2.4,3411.12,0,0,141.2119981,2.8,Intel Core i7,0,512,Nvidia,Windows
Dell,Ultrabook,8,1.5,4020.22,0,0,125.367428,2.3,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,8,2.9,4299.29,0,0,127.3356746,2.6,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,2 in 1 Convertible,4,2.1,2466.59,1,1,141.2119981,2.3,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.1,1132.3,0,0,141.2119981,2.5,AMD Processor,1000,0,AMD,Windows
Asus,Gaming,16,2.59,3809.41,0,1,141.2119981,2.6,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,1.16,4833.6,1,0,276.0535301,1.1,Other Intel Processor,0,256,Intel,Windows
Dell,Notebook,4,2.24,2188.21,0,0,100.4546699,2.3,Intel Core i5,500,0,AMD,Windows
Lenovo,Notebook,4,2.1,1220.49,0,0,100.4546699,2,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.16,5601.74,0,0,165.6321181,2.5,Intel Core i7,0,512,Intel,Windows
Lenovo,2 in 1 Convertible,4,0.69,1561.89,1,1,224.1738091,1.44,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Dell,Ultrabook,8,1.23,3923.21,0,0,165.6321181,2.4,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,16,4.6,7823.63,0,1,127.3356746,2.7,Intel Core i7,0,256,Nvidia,Windows
Razer,Ultrabook,8,1.25,2927.47,1,0,352.4651472,2.5,Intel Core i7,0,256,Intel,Windows
Toshiba,Ultrabook,16,1.05,6332.9,0,0,165.6321181,2.7,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,3.52,3733.99,0,0,127.3356746,2.6,Intel Core i7,1000,128,Nvidia,Windows
Vero,Notebook,4,1.35,557.61,0,0,165.6321181,1.44,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.16,4808,0,0,165.6321181,2.3,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.43,4304.44,0,0,157.3505121,2.3,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.09,1489.71,0,0,100.4546699,2.3,Intel Core i5,500,0,Intel,Others/No OS/Linux
Asus,Notebook,4,2,1237.56,0,0,100.4546699,2.4,Intel Core i3,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.8,4748.25,1,1,157.3505121,2.5,Intel Core i7,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,4,0.69,1362.74,1,1,224.1738091,1.44,Other Intel Processor,0,0,Intel,Windows
HP,Ultrabook,8,1.26,5391.22,0,0,125.367428,2.4,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,2.4,2813.67,0,1,141.2119981,2.5,Intel Core i5,1000,128,Nvidia,Others/No OS/Linux
HP,Gaming,8,3.35,3211.97,0,1,127.3356746,2.3,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,2.04,1789.49,0,0,100.4546699,2.7,Intel Core i7,2000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.8,5833.27,1,1,157.3505121,2.6,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,4,1.5,790.9,0,0,111.9352036,1.1,Other Intel Processor,0,0,Intel,Windows
HP,Ultrabook,8,1.84,2139.42,0,0,141.2119981,2.7,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,2.23,1752.5,0,0,141.2119981,2.5,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,16,2.5,3126.62,0,0,141.2119981,2.5,Intel Core i7,0,0,AMD,Windows
HP,Workstation,8,3,11235.92,0,1,127.3356746,2.6,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.5,2230.46,0,0,100.4546699,2.5,Intel Core i5,1000,0,AMD,Windows
MSI,Gaming,16,3.78,6825.08,0,0,127.3356746,2.7,Intel Core i7,1000,256,Nvidia,Windows
HP,Ultrabook,8,1.88,6178.47,0,0,141.2119981,2.5,Intel Core i7,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,16,2.8,6941.72,1,1,209.8006829,2.6,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,8,2.4,3251.23,0,0,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
HP,2 in 1 Convertible,8,1.48,4634.45,1,0,165.6321181,2.4,Intel Core i5,0,256,Intel,Windows
HP,Workstation,8,2.59,6341.43,0,1,141.2119981,2.6,Intel Core i7,0,256,Nvidia,Windows
HP,2 in 1 Convertible,8,1.48,5118.1,1,0,220.8428241,2.6,Intel Core i7,0,256,Intel,Windows
HP,Workstation,8,2,5402.6,0,0,141.2119981,2.6,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,1.26,6534.75,0,0,176.2325736,2.5,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.18,2873.13,0,0,141.2119981,2.7,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.88,4492.21,0,0,141.2119981,2.3,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.27,6654.38,1,1,209.8006829,2.5,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.9,964.44,0,0,100.4546699,2,Intel Core i3,1000,0,Intel,Others/No OS/Linux
HP,Notebook,4,1.86,844.96,0,0,100.4546699,1.8,AMD Processor,500,0,AMD,Windows
Lenovo,Notebook,8,2.32,1704.14,0,0,141.2119981,2.3,Intel Core i5,1000,0,AMD,Others/No OS/Linux
Dell,Gaming,8,2.62,3411.12,0,0,141.2119981,2.8,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,8,2.04,6403.11,1,1,282.4239962,2.3,Intel Core i5,0,256,Nvidia,Windows
HP,Notebook,4,1.91,1362.43,0,0,141.2119981,2.5,AMD Processor,0,256,AMD,Windows
MSI,Gaming,16,2.7,4246.97,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,6540.58,0,0,157.3505121,2.6,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,2.5,2243.23,0,0,141.2119981,2.3,Intel Core i5,0,0,AMD,Windows
HP,2 in 1 Convertible,8,1.48,5806.58,1,0,220.8428241,2.6,Intel Core i7,0,512,Intel,Windows
Lenovo,Ultrabook,8,1.7,4264.61,0,0,157.3505121,2.6,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,16,1.7,5032.75,0,0,157.3505121,2.6,Intel Core i7,1000,256,Nvidia,Windows
HP,Gaming,8,2.62,2557.63,0,1,141.2119981,2.8,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,1305.84,0,0,100.4546699,2,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,2.1,1357.02,0,0,100.4546699,2.3,Intel Core i5,500,0,Intel,Others/No OS/Linux
Dell,Gaming,8,2.62,4261.76,0,0,282.4239962,2.8,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,8,1.95,3954.51,0,1,141.2119981,2.5,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,1331.45,0,0,141.2119981,2,Intel Core i3,1000,0,Nvidia,Windows
HP,Notebook,2,1.44,708.4,0,0,111.9352036,1.6,Other Intel Processor,0,0,Intel,Windows
MSI,Gaming,8,2.2,2386.93,0,1,141.2119981,2.7,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,8,1.96,1931.73,0,0,141.2119981,2.5,Intel Core i7,0,256,Intel,Windows
HP,Notebook,16,2.1,3297.32,0,0,141.2119981,1.8,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,2.2,1049.79,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,2.1,1132.3,0,0,100.4546699,2.3,Intel Core i5,500,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.2,2017.08,0,0,141.2119981,2.7,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
Asus,Notebook,4,2,2187.78,0,0,157.3505121,2.4,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,4,2.32,2347.1,0,0,141.2119981,2.5,Intel Core i7,0,0,Intel,Windows
Lenovo,Gaming,16,3.31,3712.68,0,1,141.2119981,2.6,Intel Core i7,0,512,Nvidia,Windows
MSI,Gaming,16,1.91,6126.27,0,0,141.2119981,2.6,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,4,2.07,1849.23,0,0,100.4546699,2.3,Intel Core i3,500,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.36,4657.21,1,1,209.8006829,2.3,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,6,1.54,2364.17,0,0,141.2119981,2.7,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,1.98,2546.28,0,0,141.2119981,2.7,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
Acer,Notebook,4,2.1,947.37,0,0,100.4546699,2,Other Intel Processor,500,0,Intel,Windows
HP,Notebook,6,2.18,2273.13,0,1,141.2119981,2.6,Intel Core i7,1000,0,Nvidia,Windows
Asus,Gaming,8,2.591,2586.08,0,1,141.2119981,2.6,Intel Core i7,1000,256,Nvidia,Windows
Dell,2 in 1 Convertible,16,2.09,3354.22,1,0,141.2119981,2.7,Intel Core i7,0,512,Intel,Windows
Acer,Notebook,4,2.23,1965.87,0,0,141.2119981,2.5,Intel Core i5,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.23,3126.62,1,0,276.0535301,2.4,Intel Core i5,0,256,Intel,Others/No OS/Linux
Acer,Gaming,16,4.2,7394.07,0,1,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Gaming,8,2.4,2330.03,0,1,141.2119981,2.5,Intel Core i5,1000,0,Nvidia,Windows
HP,Notebook,4,1.86,1379.81,0,0,100.4546699,2.5,Intel Core i5,500,0,Intel,Windows
Apple,Ultrabook,8,0.92,3308.7,0,1,226.4155472,1.1,Other Intel Processor,0,0,Intel,Mac
Dell,2 in 1 Convertible,8,1.6,3411.12,1,1,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
HP,Notebook,12,2.21,3775.27,0,1,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.9,1046.95,0,0,100.4546699,2,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Asus,Gaming,16,4.3,6116.68,0,1,127.3356746,2.6,Intel Core i7,1000,512,Nvidia,Windows
Acer,Notebook,4,2.1,773.83,0,0,100.4546699,2,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
MSI,Gaming,16,2.43,5829.06,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Dell,Notebook,4,2.3,1419.64,0,0,100.4546699,2,Intel Core i3,0,128,AMD,Windows
Lenovo,Notebook,8,2.2,1789.49,0,0,100.4546699,2.5,Intel Core i7,500,0,Nvidia,Others/No OS/Linux
Dell,2 in 1 Convertible,16,2,3655.78,1,0,141.2119981,1.8,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,16,1.2,7624.52,1,0,276.0535301,2.7,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,2.2,3325.77,0,0,141.2119981,2.6,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,8,2.36,2529.18,0,0,141.2119981,2.5,Intel Core i5,0,256,AMD,Windows
HP,Notebook,8,1.91,1647.24,0,0,100.4546699,2.5,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,850.65,0,0,100.4546699,2.2,AMD Processor,500,0,AMD,Windows
Acer,Notebook,8,3.3,1789.49,0,0,106.1130621,2,Intel Core i3,1000,0,Nvidia,Windows
Asus,Gaming,16,2.2,6967.33,0,0,141.2119981,2.8,Intel Core i7,1000,256,Nvidia,Windows
Apple,Ultrabook,8,0.92,3638.71,0,1,226.4155472,1.2,Other Intel Processor,0,0,Intel,Mac
Asus,Notebook,16,2.2,4975.85,0,0,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
MSI,Gaming,16,2.43,5544.82,0,1,127.3356746,2.6,Intel Core i7,1000,256,Nvidia,Windows
Dell,2 in 1 Convertible,8,2.191,2842.12,1,1,141.2119981,2.5,Intel Core i5,0,256,Intel,Windows
Asus,Gaming,16,2.9,5544.84,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Acer,Netbook,2,1.3,495.02,0,0,135.0942112,1.5,Other Intel Processor,0,32,Intel,Others/No OS/Linux
Acer,Notebook,4,3.3,1701.29,0,0,106.1130621,2,Intel Core i3,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.8,1533.44,0,0,106.1130621,2.5,Intel Core i5,1000,0,Intel,Others/No OS/Linux
Lenovo,Gaming,8,2.6,3618.8,0,1,141.2119981,2.6,Intel Core i7,1000,128,Nvidia,Windows
Acer,2 in 1 Convertible,8,1.2,3268.87,1,1,157.3505121,1.3,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,2.3,4349.96,0,1,141.2119981,2.6,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,8,2.2,4199.49,0,0,141.2119981,2.6,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,6,2.1,1504.99,0,0,141.2119981,2.7,AMD Processor,1000,0,AMD,Windows
Dell,Ultrabook,8,1.26,4874.48,1,0,176.2325736,2.4,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,4,2.08,1448.09,1,0,146.860478,2.4,Intel Core i3,500,0,Intel,Windows
Asus,Notebook,4,2.65,879.1,0,0,100.4546699,1.6,Other Intel Processor,1000,0,Intel,Windows
